Metry_kwadratowe,Liczba_pokoi,Podworko,Basen,Pietra,Kod_pocztowy,Prestiz,Liczba_poprzednich_wlascicieli,Zbudowany,Instalacja_odgromowa,Piwnica,Strych,Garaz,Magazyn,Goscinny,Cena
90177,50,1,0,32,56996,1,7,2018,0,9300,4271,242,0,8,9024117.8
98390,47,1,1,19,41275,5,4,2006,1,7835,8823,310,1,2,9849668.6
43651,35,1,1,62,5601,7,3,2005,1,7503,8481,774,1,8,4374012.5
80378,90,1,1,19,27990,7,10,2004,1,1432,4489,544,1,9,8045164.4
99291,89,0,0,40,38298,3,10,1990,1,4592,8562,369,1,1,9933729.0
76194,59,0,1,73,6817,2,2,2003,0,5896,9919,718,1,6,7627074.3
50114,15,1,1,14,44365,2,9,2001,1,1870,7534,386,1,9,5019918.1
48603,33,0,0,29,59422,3,7,2001,0,2968,2079,903,0,8,4862648.1
22927,66,0,0,44,11710,9,3,2011,0,1239,8023,891,0,1,2297687.1
89001,58,0,1,55,84458,8,7,2004,0,2445,9296,721,1,9,8904692.4
41225,22,0,1,84,6420,7,1,2019,1,7546,3371,395,0,9,4130642.9
77491,88,1,0,13,77053,10,3,2011,0,1982,7017,153,1,7,7755674.1
43906,55,0,1,73,48720,10,9,2013,1,3357,9036,623,0,4,4397835.3
94824,72,1,0,59,71038,4,1,2009,1,2751,8348,527,0,0,9490121.9
33856,86,1,1,14,1448,4,8,1993,0,8649,7495,769,0,6,3392172.3
69856,80,1,0,48,20532,5,2,1995,1,8366,3590,852,1,8,6993253.5
88586,31,1,0,79,85473,3,8,2009,0,8350,3424,826,0,8,8866194.9
67510,32,1,1,61,22236,1,7,2014,1,6018,7718,643,0,9,6758961.4
77703,22,0,1,18,64051,4,4,2021,1,4762,8678,172,1,8,7776678.1
11339,96,0,0,70,3972,6,1,1996,1,2670,3572,872,0,9,1137389.6
81125,22,0,0,24,47940,7,9,2012,0,5869,2240,209,1,6,8113963.2
48434,33,1,0,87,18849,3,9,2002,0,8173,6719,913,1,1,4854900.2
56398,83,0,0,97,76970,9,7,2021,0,1613,2572,146,1,9,5644338.1
67135,30,1,0,64,32695,3,8,2020,1,2579,3894,828,1,2,6723196.0
57244,58,0,0,79,20132,3,2,1991,1,1566,2214,998,1,9,5728704.1
83009,70,0,1,26,10894,5,1,2009,1,4251,1402,802,1,5,8305627.9
64603,14,0,1,53,26609,7,5,2010,1,8634,9299,366,0,2,6469506.0
47264,49,1,1,23,56118,10,5,1995,0,3771,5179,427,1,5,4732236.5
29689,45,1,0,22,40860,1,10,2014,1,8498,7641,347,1,7,2973788.4
47239,58,0,0,19,89065,6,9,1993,0,8710,1880,447,1,6,4725416.3
46509,19,0,0,44,5352,4,5,2002,1,5237,6170,374,1,8,4653392.2
86796,99,1,1,51,25972,2,9,2008,0,2445,9209,543,1,4,8689099.8
82853,67,0,1,72,20823,3,6,2015,0,3396,5127,332,1,0,8289491.5
10572,39,1,0,14,80876,3,5,2010,1,6109,5775,990,0,7,1060707.0
22212,87,1,1,74,94427,3,6,2002,0,9076,8573,860,0,1,2232476.2
17019,85,0,1,79,97904,5,5,2008,0,2770,5752,758,0,9,1711885.8
23763,94,0,1,99,83447,8,8,2004,0,9676,8321,539,1,9,2384035.4
25625,69,0,0,84,21148,8,6,2019,0,5174,5117,379,0,6,2568173.9
90700,80,1,1,78,4359,6,9,2006,1,3926,3187,396,1,6,9080106.6
84267,93,1,0,81,62432,8,7,2000,0,3597,4968,218,1,7,8433371.0
83083,68,0,1,19,84292,1,6,2015,0,3582,1698,438,0,5,8313069.5
60396,100,1,1,81,92255,7,9,2012,1,5943,7937,950,1,1,6047863.2
42211,62,1,1,94,78256,2,3,2008,0,3897,9238,811,1,0,4230896.8
43843,28,0,1,99,13465,2,5,1990,1,7431,2814,844,1,0,4389604.0
53501,80,0,0,68,9423,1,9,1993,0,8976,9112,555,1,10,5351569.3
45803,17,0,1,21,3710,6,7,1997,0,1749,9521,444,0,2,4583642.7
62570,52,1,0,83,51442,9,5,2015,1,3088,7256,786,1,4,6265526.5
32328,27,1,1,39,5499,2,3,1999,0,7386,8846,266,1,1,3238634.9
64550,89,1,1,68,4708,7,2,2019,0,1945,8269,495,0,10,6465184.9
24055,32,0,1,81,18804,5,6,2018,1,5640,7433,818,0,6,2418314.8
59003,52,0,1,63,6558,2,8,1999,0,3534,7930,912,0,7,5908014.9
69554,27,1,1,89,15443,6,8,2014,0,6903,8501,420,1,6,6965658.4
29810,60,0,1,61,42527,8,8,2008,0,3429,2817,837,0,10,2990007.8
23324,91,0,1,44,87494,4,10,1998,0,2303,1125,765,1,4,2340035.8
58812,15,0,1,34,21334,3,1,2018,0,5235,7659,223,1,7,5888584.8
57700,37,1,1,18,76900,10,7,2011,1,3905,3768,515,0,0,5779465.1
44847,13,1,1,60,20388,9,7,2012,0,7381,3335,669,1,2,4490655.2
70820,52,1,1,30,14076,9,10,2006,1,2090,4566,867,0,2,7093917.6
52890,87,1,0,15,27481,8,6,1990,1,3533,5286,683,1,0,5291984.0
32267,37,1,1,36,87970,8,2,1991,1,1537,6433,882,1,5,3235512.1
71588,96,1,1,95,14068,4,4,1992,0,3945,9033,921,1,4,7167821.2
28121,32,1,1,93,11620,7,6,1991,1,1144,1721,857,1,6,2820497.1
47902,36,1,0,71,92814,8,9,2021,1,5234,8529,541,1,4,4803026.1
89280,63,0,0,11,90567,8,8,2020,1,7274,7335,465,1,9,8929255.0
67795,100,1,0,80,55743,4,2,1994,0,7282,6516,635,0,1,6785447.4
60037,64,1,0,54,62222,5,5,2010,0,7471,7599,648,1,8,6009861.0
27113,22,1,0,19,71247,1,3,1996,1,3856,4186,765,1,4,2714670.6
70898,15,0,1,36,45160,7,6,2008,1,6794,7842,671,0,4,7092877.8
51130,95,1,0,87,50655,9,6,1994,0,4977,1669,682,0,3,5125465.4
10785,19,0,0,73,94507,1,9,2008,0,9433,4180,487,0,0,1079918.8
93713,20,0,1,45,61739,1,9,2003,0,6513,9708,807,0,8,9378060.3
15722,67,1,1,50,58202,9,3,2001,1,5454,6089,940,0,2,1581304.1
83984,98,1,1,60,88045,4,10,2019,1,3399,4028,817,1,3,8409426.9
78280,53,0,0,42,84432,10,5,2019,1,8984,9429,646,1,7,7830865.9
83817,62,0,1,60,27912,7,2,2005,0,1130,1360,835,0,8,8390712.5
63183,49,1,1,46,33942,6,6,2002,1,6617,1608,891,1,9,6326815.2
81645,95,1,1,37,5500,10,2,2013,1,6166,9091,630,0,6,8174644.3
36136,78,0,0,99,79211,3,10,2019,1,2576,4343,600,1,7,3618606.9
43549,78,1,0,92,79157,2,6,2007,0,9607,1826,905,1,0,4365431.7
92201,56,0,1,66,69735,3,5,2003,1,3385,5903,159,0,10,9228740.3
62587,14,0,0,35,26410,3,7,2010,0,6374,3188,894,1,6,6260826.0
74172,55,1,0,67,76056,9,2,2004,1,1247,6709,461,1,8,7421067.4
68841,92,0,0,69,88956,5,5,2000,1,3643,5208,465,0,1,6890753.0
54386,93,0,0,95,17231,1,7,1996,1,9560,7926,665,0,4,5448084.6
54925,27,1,0,81,38186,10,1,1996,0,3632,8941,377,1,7,5501546.6
43418,87,1,1,64,25081,2,8,2010,1,6989,9545,736,1,3,4349322.0
27928,90,1,1,78,89394,8,1,1997,0,6637,9618,334,0,9,2804528.7
87024,52,1,1,56,17010,10,10,2020,1,1630,8652,544,0,9,8714971.0
60756,62,0,0,50,56232,10,4,1996,1,7984,7583,725,1,8,6079599.6
70681,24,1,0,16,62054,10,4,2006,1,6921,2915,640,0,10,7072541.6
59928,100,0,0,76,21087,3,5,1994,1,9836,9337,530,1,1,5995097.4
86375,99,1,0,68,12313,9,10,2000,0,6106,9840,723,0,6,8643370.0
72178,73,0,0,57,95268,6,7,1998,1,5833,7112,727,0,0,7223259.8
11914,36,1,0,57,95044,8,6,2005,1,6274,1131,897,0,10,1198177.5
62596,88,0,1,79,75617,4,9,2017,1,3152,1688,314,0,6,6272808.7
69371,59,0,0,55,61311,4,7,2004,0,3689,5177,611,1,9,6939185.4
47542,25,0,0,97,44458,7,9,2020,0,6765,7845,393,1,9,4756989.0
60457,68,0,1,32,22629,9,3,2020,1,2526,6045,496,1,10,6051684.0
88033,95,1,1,100,81587,7,5,2006,0,9436,3665,753,0,7,8817404.6
85795,97,0,0,59,39767,2,3,2019,0,2357,5340,278,0,2,8585311.9
96513,26,1,0,53,81523,10,6,1993,0,1306,6795,582,0,1,9657237.3
72976,96,0,1,96,7771,4,8,2016,1,7706,7273,394,0,7,7306614.6
76420,38,1,0,63,32005,5,8,2006,1,3164,6820,170,1,5,7649934.6
67923,61,0,0,95,69105,10,4,2014,1,3860,4166,234,1,4,6797581.4
24839,52,1,0,76,50423,3,4,1994,0,7365,6581,766,1,10,2493901.4
56085,65,1,1,92,14580,6,6,2019,1,4634,1107,897,1,6,5617121.9
53857,91,1,0,49,77898,9,9,1993,0,3249,6461,435,1,0,5393354.3
61297,29,0,1,80,42203,1,6,2020,0,8140,1302,551,1,4,6134154.0
29178,74,1,0,14,76662,9,6,2004,1,9501,9579,768,1,1,2922723.4
55006,42,0,0,24,48350,4,1,1992,1,6526,6142,356,0,9,5503703.2
11491,61,1,1,47,4203,7,3,2019,1,5698,4031,597,0,5,1157222.9
44838,48,1,0,77,19697,3,5,2009,1,7048,6888,671,1,3,4491363.9
67629,27,0,0,38,45599,1,8,2011,1,4353,3714,388,0,10,6767151.1
50122,69,1,0,84,85527,10,3,2002,0,5479,9298,275,1,6,5016998.2
80622,80,0,1,46,53790,6,7,2015,1,2308,8765,791,0,3,8069026.5
30821,52,0,1,27,82221,8,10,2015,0,5620,4492,408,0,10,3086776.5
80472,21,1,1,80,81246,1,6,2000,0,3435,9377,266,0,6,8054700.0
86834,54,1,1,23,11119,1,1,2013,1,5173,9258,757,1,5,8690922.3
59899,61,1,0,61,94757,8,10,2018,1,6126,2385,297,0,0,5994256.8
26881,57,1,0,82,68073,8,6,1994,0,9731,9547,226,0,4,2696414.4
83316,85,0,0,65,1257,8,1,2019,0,5337,1277,898,1,4,8336816.9
18738,17,1,0,51,30492,1,3,2003,0,4072,1640,443,0,3,1881615.3
60399,88,0,1,48,8539,5,2,2006,0,9562,4787,880,1,7,6046439.6
92159,72,0,0,68,46805,9,1,1997,0,4553,4114,742,0,1,9220693.7
20818,43,0,1,76,99647,10,2,2007,0,4111,4176,915,0,7,2090473.7
65549,38,0,0,38,35657,5,4,2015,1,5487,1726,316,1,10,6556739.5
31951,22,0,0,94,6969,1,4,2016,0,6606,8523,625,0,10,3196773.6
17704,83,0,1,33,13030,8,3,2007,1,4503,5329,184,1,1,1775366.7
57128,100,1,1,40,50043,7,9,2006,1,4856,2230,566,0,8,5721225.6
50778,83,1,0,91,93274,9,1,1995,1,6472,7178,914,1,7,5087311.5
49312,56,1,0,39,3763,8,7,2019,0,9737,9900,844,0,3,4934342.9
75645,51,1,0,64,89555,2,4,2009,0,8361,9708,673,0,7,7571223.9
73406,44,1,0,95,80429,9,8,2007,1,2144,4242,230,0,2,7351183.7
78995,53,1,1,49,94092,2,7,1996,0,5606,4576,759,1,5,7911960.6
62314,23,1,1,27,46090,8,9,2019,0,4797,5715,169,0,7,6239567.9
85169,77,1,0,14,37743,2,6,2018,0,9487,6521,819,1,4,8520093.8
42969,32,1,0,87,77890,8,6,2011,0,4496,2360,793,1,2,4305386.1
38079,80,0,1,74,2060,8,6,2019,0,4594,8587,440,1,10,3818327.9
41147,69,0,1,87,38738,4,1,2006,0,7388,3537,791,1,4,4122969.6
93375,27,0,1,67,98496,6,8,1990,0,4304,1956,784,1,6,9343934.0
37047,79,1,1,87,57780,3,3,2019,0,5658,8216,160,0,5,3713548.9
20453,54,1,0,96,25276,1,6,1991,1,5077,3787,770,1,0,2055870.1
86800,18,0,0,99,59878,10,4,2008,1,3808,6688,455,0,7,8684068.8
69665,14,0,1,78,77576,6,10,1995,1,7745,8761,707,1,6,6977106.5
16283,79,1,1,30,96428,1,9,1990,0,7485,2259,903,0,2,1638670.0
32731,99,0,1,66,81770,2,7,1996,1,9859,2736,681,1,10,3276617.6
86452,12,0,1,76,53882,6,1,1997,1,9096,2443,684,1,9,8657353.7
49031,87,1,1,62,80837,1,2,2016,0,1800,4755,723,1,5,4914589.6
73154,57,1,1,29,23054,1,10,2015,1,8059,8416,628,1,1,7322035.5
39162,21,0,0,16,69443,9,9,2005,0,8453,9574,846,0,10,3917826.5
45746,86,0,0,76,81447,4,3,2009,1,2589,8033,400,1,7,4580036.9
22615,61,1,1,30,48011,1,9,1991,1,7923,2541,321,1,7,2271139.1
67648,28,0,0,67,28888,3,10,2004,0,2557,3520,432,0,9,6770108.4
68985,99,0,0,29,68791,10,1,2002,1,6676,7056,554,1,7,6900905.2
67489,70,0,1,31,11975,10,10,2001,1,6885,8544,798,1,7,6756566.1
42365,36,0,1,96,71490,7,2,1996,1,7976,4616,520,0,2,4249618.6
49634,81,1,1,90,27843,9,5,2021,1,7859,8936,513,0,1,4972427.1
74606,50,1,0,73,62661,2,10,1990,1,8031,3255,664,1,3,7471533.0
72741,56,0,1,49,16484,8,9,2011,1,9912,8775,709,1,10,7280439.1
53527,88,0,0,71,69413,3,7,1995,0,3816,6445,559,0,0,5356315.5
27702,17,1,0,25,26593,5,1,2015,1,7133,6171,844,1,3,2778207.5
51766,71,1,1,36,36,6,5,2000,0,3915,2821,311,1,4,5186043.0
13147,71,0,0,65,62682,5,8,2013,0,1741,2233,497,1,10,1316451.3
77439,91,1,1,56,67320,9,3,2007,1,7307,2637,908,0,5,7754431.7
99811,76,0,1,90,9380,5,9,2005,1,2739,3082,783,1,5,9988416.5
46701,44,0,0,59,97400,4,2,2009,1,4847,7520,843,1,1,4674499.9
84600,74,1,1,43,65569,7,4,1997,1,6703,3965,713,1,6,8467208.7
99426,79,0,1,26,28961,3,9,1993,1,4028,4420,591,0,0,9945644.3
27059,45,1,0,40,23486,10,9,2018,0,6965,9220,455,0,7,2713421.8
87045,61,1,0,19,72983,10,10,1992,0,7325,4603,237,0,4,8709780.2
64584,90,0,1,31,32259,10,1,1996,1,5811,5719,217,0,9,6465423.6
64209,30,1,1,55,53245,5,5,1992,0,9761,6148,525,1,0,6428666.2
18730,68,0,1,71,91571,2,6,2008,1,7624,2629,331,0,7,1884158.8
96177,40,1,0,19,53582,7,4,1996,0,2237,4485,268,1,1,9623218.6
39129,76,0,1,26,36562,9,10,1996,1,4674,8150,737,1,8,3919404.6
52859,71,1,1,99,89274,7,8,1993,1,5401,9757,727,1,9,5299328.3
26223,12,0,0,76,23351,3,9,1994,0,7431,2331,798,1,0,2628273.4
89071,48,0,0,91,17916,8,8,2008,1,5942,7227,649,1,9,8913105.8
55022,61,1,0,43,37613,6,10,1998,0,8955,9093,216,0,1,5508301.8
19092,21,0,1,85,85194,8,6,2020,0,2171,4787,797,1,7,1915270.0
41440,98,1,1,77,99209,3,5,1990,0,3885,2364,997,1,7,4155501.0
60305,88,1,1,90,24189,1,3,2019,0,6297,5170,925,1,7,6038984.9
26611,68,0,0,21,89588,2,2,2012,0,1184,8776,856,0,2,2662493.2
16847,47,1,0,66,34799,2,2,2009,0,8115,9158,212,1,7,1687484.9
22809,70,1,1,65,75785,6,8,1990,0,3261,9231,862,0,4,2285983.0
91914,37,0,0,68,37742,6,5,2018,1,8148,7135,649,1,8,9194073.8
60401,63,0,0,86,63764,6,4,1997,1,3200,6710,430,1,10,6047105.7
19596,51,1,0,83,4826,8,4,2009,0,1691,1803,398,0,3,1969900.9
84217,60,1,1,18,47565,6,4,2013,1,4953,6240,468,0,5,8429962.3
80143,27,1,1,78,33359,7,1,1995,0,4411,5371,885,1,2,8026359.5
44584,84,1,0,90,3469,6,9,1992,1,8073,6806,738,0,2,4468024.2
46953,82,1,0,41,53857,6,1,2006,1,4606,4712,475,0,2,4699973.6
87960,53,1,0,27,90781,5,6,2007,0,5586,4430,914,1,8,8801034.7
14044,48,0,1,43,80254,2,1,2001,1,5654,6669,198,1,6,1409581.1
59111,58,1,0,38,42146,7,8,1998,0,1977,4648,708,1,9,5919005.8
41732,19,0,0,63,57920,9,5,2018,1,4692,3724,321,1,1,4177464.8
15670,54,1,0,26,52082,8,3,2007,1,9688,1571,436,1,8,1572432.7
71164,54,1,0,38,88076,6,2,2019,1,5473,2296,638,1,4,7121656.9
27296,31,0,1,93,94891,9,6,2013,1,4778,1327,369,0,6,2736257.3
65201,13,0,1,28,66828,10,3,1995,1,3927,4362,670,1,10,6524351.5
40943,76,0,0,32,56741,8,10,2010,0,8104,1905,855,0,7,4097629.0
88884,97,1,0,63,66810,2,5,2010,1,9198,1237,541,1,9,8894048.0
96228,80,1,1,15,16480,6,10,1998,0,5135,1755,551,0,3,9629903.8
57859,74,1,1,52,25568,8,8,1995,0,7881,8141,711,1,1,5796496.5
58239,88,1,0,77,26294,4,5,1999,0,3568,8465,155,0,10,5831545.9
90304,52,0,0,33,81097,8,7,2020,0,4104,2797,803,0,1,9033809.0
47839,86,1,0,53,20488,8,7,1993,1,5689,9333,321,1,7,4792795.3
92591,27,0,1,73,9895,4,7,1991,0,5776,5050,438,1,8,9265884.1
26614,69,1,1,60,81510,5,4,1998,1,1700,4302,383,1,9,2673620.8
45955,58,1,0,37,33373,10,4,1998,0,6156,5233,285,0,4,4599926.8
63953,67,0,1,25,70757,2,7,2004,1,6537,7924,638,1,4,6400710.4
40508,78,1,0,63,76548,3,7,2005,0,6334,9274,242,1,1,4060440.5
49310,63,1,0,80,91860,7,4,2006,0,9692,6240,176,1,7,4943199.6
69164,48,1,1,70,21012,5,3,2007,1,5861,2750,652,1,10,6929542.7
53749,86,0,1,63,11671,7,8,2009,1,8488,6220,239,1,4,5381187.9
73140,92,1,1,69,84617,3,3,2019,1,6384,4894,726,1,9,7325048.9
34338,41,0,0,95,96913,3,2,1996,0,5015,7523,251,0,9,3442319.6
52525,13,1,0,82,24366,8,7,1999,1,7750,3265,776,0,9,5257813.9
53753,49,1,1,37,90942,7,7,1999,0,9951,5184,998,1,8,5385374.9
58713,63,0,1,39,77818,3,1,1994,1,4710,5516,642,0,8,5879478.4
40155,33,0,1,99,55389,6,8,2009,1,9296,3181,227,1,3,4028472.9
32805,35,0,0,17,56962,8,5,1994,1,6766,6510,451,1,9,3281975.4
67073,45,1,0,59,62149,6,7,1996,1,4506,1274,638,0,1,6713052.6
65986,38,0,1,39,77763,6,1,2016,0,8778,1558,627,0,0,6605910.6
62613,56,0,0,69,74669,9,6,2019,0,6845,3986,245,1,2,6268368.9
44633,100,1,0,69,70686,4,10,2010,0,8183,3882,479,0,8,4470611.0
69429,65,0,0,34,42598,10,8,1997,1,9354,7232,215,0,4,6945733.7
67034,37,1,0,17,89296,6,2,2014,0,4115,9090,201,1,8,6710309.4
63817,89,1,1,92,42278,8,4,2009,1,4092,7724,170,0,9,6391540.9
31025,96,1,0,35,95835,8,2,2006,1,9107,1162,606,1,9,3110889.6
27924,68,1,1,81,7907,8,2,1991,1,2068,4052,183,0,9,2805108.1
80524,22,1,1,49,46524,10,8,1997,1,4111,1883,252,1,2,8060508.7
62757,74,0,1,31,70668,2,4,2006,0,5656,5336,761,0,5,6281435.6
54682,81,1,0,92,63687,3,6,2013,1,1114,2269,341,1,5,5477375.3
98157,91,0,1,75,22411,7,1,2021,1,5340,7157,465,0,0,9823508.1
81019,56,1,0,99,46662,5,2,1995,1,8376,3628,863,0,3,8112092.5
97725,88,0,1,13,47226,4,3,1991,0,3938,8275,175,1,1,9777735.1
30317,33,0,1,78,69973,5,1,2019,0,4786,8307,212,1,5,3035229.9
54146,83,1,0,79,74999,2,8,2010,1,2595,7348,850,0,0,5422823.0
32599,68,0,0,67,20244,5,6,2003,0,4964,4624,902,0,1,3265978.3
41164,59,0,0,69,96547,10,9,1991,0,7302,3267,954,1,7,4119024.1
97691,17,1,0,79,29059,1,6,1991,1,5370,2685,631,1,6,9781758.1
38486,88,0,0,50,91921,2,9,2021,1,6167,3079,304,1,9,3850352.1
68232,19,0,1,31,61683,1,2,2012,1,1128,3540,982,0,0,6828383.2
42893,26,0,0,42,87534,10,10,2014,0,2881,7946,493,0,1,4291975.4
62596,90,0,0,70,7222,10,8,1990,0,4330,9821,739,0,7,6266459.0
69722,83,0,0,14,63847,1,4,2002,0,1167,1698,192,0,7,6972996.2
49996,85,0,0,19,46272,3,3,2021,1,2914,9364,295,1,8,5001283.1
85489,90,1,0,42,42842,2,1,1999,1,6755,7170,320,0,1,8555341.9
54667,26,0,1,70,22930,6,2,2019,0,4707,7513,729,1,9,5473221.9
72507,87,0,0,13,8308,7,6,1999,0,4730,1829,406,0,0,7252211.9
68113,67,1,0,29,59595,9,2,2007,0,4788,7274,990,1,10,6817735.7
84587,98,0,1,71,98431,8,6,2000,1,3726,2292,168,0,7,8468745.0
88036,30,0,0,16,5201,1,3,2017,0,2328,6702,947,0,0,8804243.7
91395,66,0,0,71,97423,5,9,2017,1,3714,1724,223,1,2,9145192.7
81805,51,1,1,16,99624,2,8,2003,0,1695,6791,521,0,0,8186061.3
47253,84,0,0,32,81363,2,5,1998,0,9819,1143,375,0,10,4728903.8
62027,21,1,1,62,51479,6,10,2013,0,6654,9100,314,1,10,6211934.3
65583,99,1,0,27,39498,2,1,2003,1,4196,5676,968,1,7,6565646.3
47006,72,0,0,76,87732,2,8,2017,0,6414,6111,613,1,7,4707409.7
94212,29,0,0,59,87927,3,3,2004,1,6573,4558,198,1,5,9427260.4
45985,33,0,0,83,14302,1,1,2008,1,9524,8230,986,1,7,4604960.8
39269,87,0,1,16,54877,8,1,1997,0,6604,7051,800,0,8,3930292.7
42936,74,1,1,51,60801,10,10,2016,1,6601,2029,870,0,8,4300587.6
93013,76,0,0,80,53855,9,8,2005,0,7518,4523,786,1,6,9307630.5
70881,45,1,0,64,44535,7,9,2002,1,6846,6439,312,1,5,7092821.2
82113,22,0,0,24,90750,1,9,2016,0,9897,8625,886,1,2,8212303.6
23863,67,0,1,71,72354,6,1,1990,0,6878,8157,257,1,7,2397991.0
81021,39,0,1,42,88453,5,8,1995,1,6345,5639,252,1,0,8107700.5
25307,24,1,0,90,73502,1,5,2014,0,9536,4979,381,1,5,2538791.4
18262,61,0,1,71,79622,5,7,2021,0,9975,9294,218,0,7,1834387.1
94973,55,0,1,86,76018,9,4,1995,1,3478,8376,987,1,8,9502380.5
10854,58,1,1,95,10328,1,8,1993,1,2726,9507,951,0,7,1096077.3
80306,84,1,1,91,84044,1,4,2004,0,7018,4778,371,1,3,8037519.4
24045,31,0,0,56,28613,6,2,1991,0,9640,1938,851,1,5,2407159.1
20860,49,0,0,60,42874,10,8,2012,0,6395,8846,173,0,10,2091881.2
57790,23,0,1,65,27420,8,2,2002,0,1464,5714,622,1,8,5787991.2
11104,69,1,1,19,6145,6,2,1996,0,6106,7898,471,0,3,1116580.6
84706,75,0,0,24,95781,6,7,1990,0,8118,7665,923,0,2,8473043.0
74921,57,0,1,61,56179,3,8,2012,0,5718,3083,978,1,9,7494913.2
77561,62,0,0,79,44802,5,2,1999,0,3871,4451,606,1,5,7760341.9
40104,56,1,1,44,55337,4,8,2000,0,8809,3509,689,0,3,4020381.0
73776,92,1,0,43,15721,8,7,2002,1,1789,9854,805,0,7,7383860.2
86253,24,1,1,47,83198,1,9,1998,0,2626,3552,909,0,9,8633980.8
85423,40,0,1,39,69673,2,9,1992,1,6201,1282,476,1,7,8548531.2
33761,71,1,0,76,98059,5,2,2001,0,5758,5727,677,0,2,3381494.1
79067,27,1,1,58,25553,7,10,1994,1,8279,7190,183,1,7,7914438.4
22973,41,1,0,80,97510,1,9,2001,1,6044,1986,804,1,3,2302445.1
27838,87,1,0,73,5442,5,1,1993,0,3189,7357,241,1,9,2787148.3
21832,69,0,1,26,79056,5,4,1990,0,4442,9402,149,1,9,2186291.0
46666,81,0,0,38,53916,4,10,2011,0,3128,7531,277,0,0,4668103.1
88329,22,1,1,20,54300,2,8,2004,0,9532,5702,836,0,6,8841056.4
29789,87,0,0,90,56117,3,6,2014,0,6009,9333,879,0,5,2984021.4
16247,71,0,0,95,6358,8,4,1990,0,8238,4493,957,0,4,1634324.0
78982,38,1,0,18,84329,3,8,2007,1,1538,7225,328,1,0,7905259.7
78367,30,1,1,89,40416,8,8,1995,0,6088,6500,319,0,3,7847930.5
97651,26,0,0,45,56512,7,10,1998,1,2936,2825,299,1,1,9769739.8
44416,76,1,0,46,55062,3,3,2001,0,2296,1554,577,0,10,4450953.1
59545,65,0,1,21,90618,1,10,2020,1,5558,5073,642,0,9,5958908.0
92539,55,1,0,74,64623,5,10,2001,0,5478,3556,427,1,9,9260585.1
57720,35,1,1,14,88487,10,6,2017,0,3550,6304,794,1,9,5777415.7
44961,14,0,0,50,90818,4,1,1997,1,3790,7685,627,1,6,4501549.7
42734,84,0,1,67,3854,9,2,1990,0,8532,9106,195,1,10,4279195.0
23895,41,0,1,26,65183,8,10,2012,0,9891,8736,997,0,6,2396762.2
13877,23,1,1,23,2486,8,3,2003,1,5312,8205,819,0,8,1397190.3
46470,32,0,0,30,65883,7,6,2012,0,3805,5285,313,0,2,4650661.2
17317,90,1,0,97,91250,2,4,2021,1,1466,1144,587,0,5,1738012.1
47542,75,1,1,40,5997,4,4,1996,1,3378,9450,699,1,9,4764418.6
82408,53,0,1,95,96843,7,10,1997,1,8132,8596,416,1,0,8248881.7
16467,84,1,1,55,17467,7,6,2014,0,6574,9098,473,1,3,1659656.4
56296,18,0,1,32,5061,4,8,2016,0,6200,2378,602,0,4,5637090.6
48789,42,1,0,51,44066,10,8,2007,1,6600,6495,591,1,0,4887322.7
51827,90,1,0,59,88640,7,7,2007,1,8141,2069,250,1,1,5192441.7
12641,20,0,1,54,66639,3,4,2014,0,9434,7242,148,0,0,1270857.4
26966,91,1,1,44,29895,2,7,2002,0,2435,6395,792,1,1,2709495.2
47583,48,0,0,99,31744,8,10,1992,1,3705,8486,983,0,1,4762269.2
93184,78,0,0,43,13054,7,5,1992,1,3946,4450,159,0,9,9321499.2
95328,59,1,1,24,28949,8,10,2020,0,8716,2131,269,1,9,9538747.0
34555,35,1,1,45,41312,6,10,2003,1,1597,5925,286,1,2,3467129.3
61310,49,0,0,21,55836,5,5,2006,1,5865,3866,618,0,10,6132679.6
20714,61,1,1,83,71535,3,5,1993,1,9406,9087,277,0,9,2077129.3
13353,17,1,0,18,8213,3,3,2011,1,6437,7675,559,0,6,1338753.1
84795,41,0,0,22,91545,6,8,1992,0,5173,9145,407,1,4,8481583.2
68270,37,1,0,65,18486,7,9,2018,1,3366,2943,928,1,0,6835596.8
26389,85,0,1,39,78917,10,10,1993,0,4738,4543,904,1,9,2646987.3
16565,91,0,0,95,80977,6,6,2005,1,6950,7323,826,1,1,1663375.5
29758,34,1,0,63,89490,6,1,2021,1,5853,9022,514,1,10,2982078.1
98319,91,0,1,55,50885,5,2,2014,1,6427,2517,489,1,5,9837654.4
18693,18,1,0,99,10582,10,9,2005,1,2092,9672,423,0,4,1876877.5
21781,65,1,1,26,98169,10,1,1991,1,9090,7252,289,0,2,2187037.1
33662,46,1,0,38,59,7,6,2010,1,7341,2488,561,1,7,3370242.0
94420,34,1,0,75,70010,9,6,2020,0,2413,5486,311,1,10,9453347.0
53313,19,1,0,35,21415,8,4,1995,0,2157,5123,352,0,4,5334996.5
85740,22,1,1,59,94767,6,6,2010,0,5447,1586,572,0,3,8579832.0
30217,36,1,1,73,1618,6,5,2014,0,5031,1199,498,1,1,3033408.4
13523,59,1,0,38,93252,5,8,1995,1,7180,4187,843,1,7,1358157.5
49772,90,0,1,68,89906,3,7,2007,0,2310,3274,995,0,8,4985835.7
85904,65,1,0,43,19533,8,10,1996,1,7909,6307,434,1,9,8594924.6
